danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.692,0.795,0,-2.882,0,0.0502,0.0115,0.0122,0.341,0.457,127.997,audio_features,3vo0qDCw09Gukg4T5mm0OF,spotify:track:3vo0qDCw09Gukg4T5mm0OF,https://api.spotify.com/v1/tracks/3vo0qDCw09Gukg4T5mm0OF,https://api.spotify.com/v1/audio-analysis/3vo0qDCw09Gukg4T5mm0OF,192213,4
0.683,0.841,1,-7.837,1,0.0527,0.00359,0.842,0.282,0.82,126.985,audio_features,6zs8O3CcoGt5PvsVKxiWvj,spotify:track:6zs8O3CcoGt5PvsVKxiWvj,https://api.spotify.com/v1/tracks/6zs8O3CcoGt5PvsVKxiWvj,https://api.spotify.com/v1/audio-analysis/6zs8O3CcoGt5PvsVKxiWvj,438425,4
0.662,0.913,1,-9.919,1,0.0633,5.23e-05,0.764,0.059,0.846,127.001,audio_features,5nlEICOKSPkoEpZaZvzG7G,spotify:track:5nlEICOKSPkoEpZaZvzG7G,https://api.spotify.com/v1/tracks/5nlEICOKSPkoEpZaZvzG7G,https://api.spotify.com/v1/audio-analysis/5nlEICOKSPkoEpZaZvzG7G,426175,4
0.645,0.958,8,-8.054,0,0.0451,0.000254,0.849,0.0322,0.805,127.014,audio_features,0KMDSXqNFPEkBUVRORz16P,spotify:track:0KMDSXqNFPEkBUVRORz16P,https://api.spotify.com/v1/tracks/0KMDSXqNFPEkBUVRORz16P,https://api.spotify.com/v1/audio-analysis/0KMDSXqNFPEkBUVRORz16P,396850,4
0.81,0.738,6,-9.577,1,0.0584,0.0468,0.873,0.0366,0.569,123.005,audio_features,4LmFZSxMXXqKNBiyoC2Ho5,spotify:track:4LmFZSxMXXqKNBiyoC2Ho5,https://api.spotify.com/v1/tracks/4LmFZSxMXXqKNBiyoC2Ho5,https://api.spotify.com/v1/audio-analysis/4LmFZSxMXXqKNBiyoC2Ho5,394146,4
0.645,0.862,7,-8.538,0,0.0808,0.00425,0.0887,0.0871,0.912,125.04,audio_features,7K3sySa54LXTixJOM1N0he,spotify:track:7K3sySa54LXTixJOM1N0he,https://api.spotify.com/v1/tracks/7K3sySa54LXTixJOM1N0he,https://api.spotify.com/v1/audio-analysis/7K3sySa54LXTixJOM1N0he,424500,4
0.8,0.895,1,-6.535,1,0.0746,0.00809,0.255,0.486,0.397,125.008,audio_features,2MPq8fxNhrxFGZ6kOsbFjP,spotify:track:2MPq8fxNhrxFGZ6kOsbFjP,https://api.spotify.com/v1/tracks/2MPq8fxNhrxFGZ6kOsbFjP,https://api.spotify.com/v1/audio-analysis/2MPq8fxNhrxFGZ6kOsbFjP,452000,4
0.87,0.646,0,-8.118,1,0.118,0.0021,0.666,0.0511,0.691,124.985,audio_features,6XtqeNDy0F71C3DWlA9Tjo,spotify:track:6XtqeNDy0F71C3DWlA9Tjo,https://api.spotify.com/v1/tracks/6XtqeNDy0F71C3DWlA9Tjo,https://api.spotify.com/v1/audio-analysis/6XtqeNDy0F71C3DWlA9Tjo,410000,4
0.816,0.816,1,-7.074,1,0.0822,0.0128,0.00737,0.359,0.561,124.993,audio_features,0wqV6pcHSumJb7ofOVBzTX,spotify:track:0wqV6pcHSumJb7ofOVBzTX,https://api.spotify.com/v1/tracks/0wqV6pcHSumJb7ofOVBzTX,https://api.spotify.com/v1/audio-analysis/0wqV6pcHSumJb7ofOVBzTX,277381,4
0.686,0.722,2,-5.893,1,0.031,0.122,0.0,0.168,0.892,128.012,audio_features,7Anr3v1UK6i30ef6coGQp7,spotify:track:7Anr3v1UK6i30ef6coGQp7,https://api.spotify.com/v1/tracks/7Anr3v1UK6i30ef6coGQp7,https://api.spotify.com/v1/audio-analysis/7Anr3v1UK6i30ef6coGQp7,210133,4
0.724,0.904,8,-3.354,0,0.0966,0.0786,0.0,0.226,0.846,90.999,audio_features,6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,200813,4
0.659,0.802,2,-4.79,1,0.148,0.208,0.0,0.123,0.863,177.936,audio_features,7CUYHcu0RnbOnMz4RuN07w,spotify:track:7CUYHcu0RnbOnMz4RuN07w,https://api.spotify.com/v1/tracks/7CUYHcu0RnbOnMz4RuN07w,https://api.spotify.com/v1/audio-analysis/7CUYHcu0RnbOnMz4RuN07w,228200,4
0.684,0.823,9,-3.297,0,0.0773,0.0744,0.0,0.111,0.647,91.048,audio_features,7nKBxz47S9SD79N086fuhn,spotify:track:7nKBxz47S9SD79N086fuhn,https://api.spotify.com/v1/tracks/7nKBxz47S9SD79N086fuhn,https://api.spotify.com/v1/audio-analysis/7nKBxz47S9SD79N086fuhn,208163,4
0.628,0.69,8,-5.828,1,0.0511,0.446,0.0,0.112,0.662,179.911,audio_features,7qCAVkHWZkF44OzOUKf8Cr,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907,4
0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,audio_features,0mlAOSILGRys2IbvyOT5VJ,spotify:track:0mlAOSILGRys2IbvyOT5VJ,https://api.spotify.com/v1/tracks/0mlAOSILGRys2IbvyOT5VJ,https://api.spotify.com/v1/audio-analysis/0mlAOSILGRys2IbvyOT5VJ,173800,4
0.766,0.638,7,-9.69,1,0.0787,0.366,5.93e-06,0.0531,0.971,97.796,audio_features,0DcYdZTBCmGi9iWdIUZu08,spotify:track:0DcYdZTBCmGi9iWdIUZu08,https://api.spotify.com/v1/tracks/0DcYdZTBCmGi9iWdIUZu08,https://api.spotify.com/v1/audio-analysis/0DcYdZTBCmGi9iWdIUZu08,206200,4
0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
0.845,0.794,1,-3.362,1,0.0462,0.0943,0.000198,0.0442,0.75,115.018,audio_features,0rZarhxMQWpdbgqRpunlWK,spotify:track:0rZarhxMQWpdbgqRpunlWK,https://api.spotify.com/v1/tracks/0rZarhxMQWpdbgqRpunlWK,https://api.spotify.com/v1/audio-analysis/0rZarhxMQWpdbgqRpunlWK,195147,4
0.745,0.704,6,-6.016,0,0.0646,0.00124,5.13e-05,0.0689,0.427,120.037,audio_features,5XA4v35PaP2OFeq97gIv8v,spotify:track:5XA4v35PaP2OFeq97gIv8v,https://api.spotify.com/v1/tracks/5XA4v35PaP2OFeq97gIv8v,https://api.spotify.com/v1/audio-analysis/5XA4v35PaP2OFeq97gIv8v,179973,4
0.621,0.63,1,-8.146,1,0.0414,0.281,0.0,0.0841,0.744,93.161,audio_features,01leK49DowVLk3ulT0kTUG,spotify:track:01leK49DowVLk3ulT0kTUG,https://api.spotify.com/v1/tracks/01leK49DowVLk3ulT0kTUG,https://api.spotify.com/v1/audio-analysis/01leK49DowVLk3ulT0kTUG,210436,4
0.513,0.648,5,-7.714,0,0.0994,0.00739,4.87e-05,0.176,0.497,169.743,audio_features,1p1SbqeipOd4ezKUpxqaz6,spotify:track:1p1SbqeipOd4ezKUpxqaz6,https://api.spotify.com/v1/tracks/1p1SbqeipOd4ezKUpxqaz6,https://api.spotify.com/v1/audio-analysis/1p1SbqeipOd4ezKUpxqaz6,207966,4
0.742,0.515,7,-12.13,0,0.0407,0.281,0.000931,0.262,0.753,112.303,audio_features,3Dipg2sARPdqbGpQP6GhDU,spotify:track:3Dipg2sARPdqbGpQP6GhDU,https://api.spotify.com/v1/tracks/3Dipg2sARPdqbGpQP6GhDU,https://api.spotify.com/v1/audio-analysis/3Dipg2sARPdqbGpQP6GhDU,313813,4
0.54,0.0674,9,-13.778,1,0.0368,0.888,0.000382,0.109,0.12,141.988,audio_features,37pK088xTo1ZpR3y23wsFk,spotify:track:37pK088xTo1ZpR3y23wsFk,https://api.spotify.com/v1/tracks/37pK088xTo1ZpR3y23wsFk,https://api.spotify.com/v1/audio-analysis/37pK088xTo1ZpR3y23wsFk,251440,3
0.731,0.479,1,-12.014,1,0.0579,0.154,0.2,0.11,0.467,106.949,audio_features,5mFL1s7fBuXYyfyJp2EWUo,spotify:track:5mFL1s7fBuXYyfyJp2EWUo,https://api.spotify.com/v1/tracks/5mFL1s7fBuXYyfyJp2EWUo,https://api.spotify.com/v1/audio-analysis/5mFL1s7fBuXYyfyJp2EWUo,299866,4
0.718,0.658,10,-7.207,0,0.0665,0.147,0.0,0.183,0.806,108.105,audio_features,7rrmHHc1kY9vkIZnXrcH7T,spotify:track:7rrmHHc1kY9vkIZnXrcH7T,https://api.spotify.com/v1/tracks/7rrmHHc1kY9vkIZnXrcH7T,https://api.spotify.com/v1/audio-analysis/7rrmHHc1kY9vkIZnXrcH7T,299067,4
0.519,0.461,5,-9.525,1,0.0337,0.689,0.0,0.29,0.361,79.036,audio_features,08w1hnWW4GhVm61DoVojsY,spotify:track:08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/tracks/08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/audio-analysis/08w1hnWW4GhVm61DoVojsY,211067,4
0.702,0.752,11,-5.932,0,0.105,0.0819,0.0,0.146,0.661,98.824,audio_features,1rYcIDgY5K5qO1gTdEwSYK,spotify:track:1rYcIDgY5K5qO1gTdEwSYK,https://api.spotify.com/v1/tracks/1rYcIDgY5K5qO1gTdEwSYK,https://api.spotify.com/v1/audio-analysis/1rYcIDgY5K5qO1gTdEwSYK,260000,4
0.4,0.383,9,-10.048,1,0.0279,0.51,0.00763,0.121,0.285,96.944,audio_features,7rO7Pc5dkC2EIW1OKsCJtQ,spotify:track:7rO7Pc5dkC2EIW1OKsCJtQ,https://api.spotify.com/v1/tracks/7rO7Pc5dkC2EIW1OKsCJtQ,https://api.spotify.com/v1/audio-analysis/7rO7Pc5dkC2EIW1OKsCJtQ,269986,4
0.655,0.991,9,-3.206,1,0.398,0.192,4.04e-06,0.2,0.639,120.009,audio_features,0y55xXtdR4OTimaSlgcT4J,spotify:track:0y55xXtdR4OTimaSlgcT4J,https://api.spotify.com/v1/tracks/0y55xXtdR4OTimaSlgcT4J,https://api.spotify.com/v1/audio-analysis/0y55xXtdR4OTimaSlgcT4J,184040,4
0.427,0.787,2,-4.377,1,0.274,0.155,0.0,0.245,0.409,135.817,audio_features,0IZUrpwvjLgb9lP79tCYCU,spotify:track:0IZUrpwvjLgb9lP79tCYCU,https://api.spotify.com/v1/tracks/0IZUrpwvjLgb9lP79tCYCU,https://api.spotify.com/v1/audio-analysis/0IZUrpwvjLgb9lP79tCYCU,222354,4
0.676,0.972,7,-4.241,1,0.103,0.0109,0.0159,0.163,0.33,137.089,audio_features,7LNzXo0oIa139xGsfk3W0f,spotify:track:7LNzXo0oIa139xGsfk3W0f,https://api.spotify.com/v1/tracks/7LNzXo0oIa139xGsfk3W0f,https://api.spotify.com/v1/audio-analysis/7LNzXo0oIa139xGsfk3W0f,217773,4
0.62,0.938,2,-5.68,1,0.0463,0.000825,0.000279,0.33,0.932,154.023,audio_features,7tfL99RkFMKzwuDWEcDHgf,spotify:track:7tfL99RkFMKzwuDWEcDHgf,https://api.spotify.com/v1/tracks/7tfL99RkFMKzwuDWEcDHgf,https://api.spotify.com/v1/audio-analysis/7tfL99RkFMKzwuDWEcDHgf,193066,4
0.713,0.536,9,-6.68,1,0.0474,0.0577,3.86e-05,0.478,0.365,132.986,audio_features,50Fx2KTBySv1AiACYPj132,spotify:track:50Fx2KTBySv1AiACYPj132,https://api.spotify.com/v1/tracks/50Fx2KTBySv1AiACYPj132,https://api.spotify.com/v1/audio-analysis/50Fx2KTBySv1AiACYPj132,183089,4
0.693,0.836,4,-6.185,0,0.178,0.182,0.0,0.162,0.651,119.9,audio_features,2rpjjF5SCzd9aveo1sAP8D,spotify:track:2rpjjF5SCzd9aveo1sAP8D,https://api.spotify.com/v1/tracks/2rpjjF5SCzd9aveo1sAP8D,https://api.spotify.com/v1/audio-analysis/2rpjjF5SCzd9aveo1sAP8D,176013,4
0.748,0.853,0,-4.697,1,0.0493,0.18,0.0,0.344,0.852,124.989,audio_features,6JRFfWUBUysOIsEZF3CmA5,spotify:track:6JRFfWUBUysOIsEZF3CmA5,https://api.spotify.com/v1/tracks/6JRFfWUBUysOIsEZF3CmA5,https://api.spotify.com/v1/audio-analysis/6JRFfWUBUysOIsEZF3CmA5,175160,4
0.573,0.423,2,-10.323,0,0.08,0.82,0.0,0.061,0.385,96.023,audio_features,3sWkwozRs9aj3dHEOpgiaN,spotify:track:3sWkwozRs9aj3dHEOpgiaN,https://api.spotify.com/v1/tracks/3sWkwozRs9aj3dHEOpgiaN,https://api.spotify.com/v1/audio-analysis/3sWkwozRs9aj3dHEOpgiaN,105093,4
0.337,0.115,3,-16.438,1,0.0496,0.888,0.000136,0.252,0.213,158.463,audio_features,0fSOfMnfsHkof3YDLDo09K,spotify:track:0fSOfMnfsHkof3YDLDo09K,https://api.spotify.com/v1/tracks/0fSOfMnfsHkof3YDLDo09K,https://api.spotify.com/v1/audio-analysis/0fSOfMnfsHkof3YDLDo09K,206733,5
0.45,0.396,0,-7.191,1,0.0346,0.825,0.0,0.211,0.46,95.416,audio_features,0JbfsYStkbxqVk2pAWv8nj,spotify:track:0JbfsYStkbxqVk2pAWv8nj,https://api.spotify.com/v1/tracks/0JbfsYStkbxqVk2pAWv8nj,https://api.spotify.com/v1/audio-analysis/0JbfsYStkbxqVk2pAWv8nj,224533,4
0.507,0.576,6,-8.927,0,0.202,0.33,0.0,0.109,0.748,200.348,audio_features,0cFHaKfLn5IEvZTiENhbRy,spotify:track:0cFHaKfLn5IEvZTiENhbRy,https://api.spotify.com/v1/tracks/0cFHaKfLn5IEvZTiENhbRy,https://api.spotify.com/v1/audio-analysis/0cFHaKfLn5IEvZTiENhbRy,124600,4
0.565,0.47,8,-6.344,1,0.0316,0.749,0.0,0.127,0.275,136.827,audio_features,4KO8yJy2TjoS8jRsh2iQ8m,spotify:track:4KO8yJy2TjoS8jRsh2iQ8m,https://api.spotify.com/v1/tracks/4KO8yJy2TjoS8jRsh2iQ8m,https://api.spotify.com/v1/audio-analysis/4KO8yJy2TjoS8jRsh2iQ8m,223160,4
0.703,0.18,2,-15.426,1,0.435,0.847,0.0,0.104,0.157,82.376,audio_features,6tYCzfeRF41OYgF9hMyDot,spotify:track:6tYCzfeRF41OYgF9hMyDot,https://api.spotify.com/v1/tracks/6tYCzfeRF41OYgF9hMyDot,https://api.spotify.com/v1/audio-analysis/6tYCzfeRF41OYgF9hMyDot,51360,3
0.688,0.422,5,-9.326,1,0.128,0.682,0.0,0.42,0.768,107.796,audio_features,3HLFgil12ImXOp55HOTOPp,spotify:track:3HLFgil12ImXOp55HOTOPp,https://api.spotify.com/v1/tracks/3HLFgil12ImXOp55HOTOPp,https://api.spotify.com/v1/audio-analysis/3HLFgil12ImXOp55HOTOPp,111120,4
0.47,0.3,9,-9.592,1,0.0676,0.825,0.0,0.0827,0.416,143.446,audio_features,0yeLnQqpX5cu5HCf5USbAQ,spotify:track:0yeLnQqpX5cu5HCf5USbAQ,https://api.spotify.com/v1/tracks/0yeLnQqpX5cu5HCf5USbAQ,https://api.spotify.com/v1/audio-analysis/0yeLnQqpX5cu5HCf5USbAQ,149813,3
0.603,0.487,9,-7.855,1,0.165,0.549,0.0,0.285,0.792,109.349,audio_features,4xqZ4uWihfEmryrAASlF5y,spotify:track:4xqZ4uWihfEmryrAASlF5y,https://api.spotify.com/v1/tracks/4xqZ4uWihfEmryrAASlF5y,https://api.spotify.com/v1/audio-analysis/4xqZ4uWihfEmryrAASlF5y,179600,5
0.51,0.632,7,-6.557,1,0.0369,0.0202,0.0,0.509,0.198,139.959,audio_features,6kMxZ8iTQPvDWdAGXFQ9se,spotify:track:6kMxZ8iTQPvDWdAGXFQ9se,https://api.spotify.com/v1/tracks/6kMxZ8iTQPvDWdAGXFQ9se,https://api.spotify.com/v1/audio-analysis/6kMxZ8iTQPvDWdAGXFQ9se,224360,4
0.276,0.143,2,-14.725,1,0.0356,0.971,0.294,0.0848,0.182,128.743,audio_features,6wyYZDiVeRaabjmpHxSje2,spotify:track:6wyYZDiVeRaabjmpHxSje2,https://api.spotify.com/v1/tracks/6wyYZDiVeRaabjmpHxSje2,https://api.spotify.com/v1/audio-analysis/6wyYZDiVeRaabjmpHxSje2,95973,4
0.323,0.177,7,-20.225,0,0.0402,0.944,0.465,0.044,0.134,97.685,audio_features,2Q95C6UvNxgrunnvwtbdBa,spotify:track:2Q95C6UvNxgrunnvwtbdBa,https://api.spotify.com/v1/tracks/2Q95C6UvNxgrunnvwtbdBa,https://api.spotify.com/v1/audio-analysis/2Q95C6UvNxgrunnvwtbdBa,163507,3
0.105,0.116,8,-22.372,0,0.0376,0.945,0.263,0.0809,0.0795,86.965,audio_features,1Y2qi3QecdjYAq3DKHOkHW,spotify:track:1Y2qi3QecdjYAq3DKHOkHW,https://api.spotify.com/v1/tracks/1Y2qi3QecdjYAq3DKHOkHW,https://api.spotify.com/v1/audio-analysis/1Y2qi3QecdjYAq3DKHOkHW,108040,3
0.42,0.231,3,-18.632,1,0.0334,0.98,0.908,0.14,0.26,81.677,audio_features,3MiHkCETZy4aJ3x6ArvZRc,spotify:track:3MiHkCETZy4aJ3x6ArvZRc,https://api.spotify.com/v1/tracks/3MiHkCETZy4aJ3x6ArvZRc,https://api.spotify.com/v1/audio-analysis/3MiHkCETZy4aJ3x6ArvZRc,74840,4
0.265,0.0791,7,-24.168,1,0.043,0.994,0.947,0.268,0.04,49.791,audio_features,5ORYf4YNSqIKt5a6F6rTBx,spotify:track:5ORYf4YNSqIKt5a6F6rTBx,https://api.spotify.com/v1/tracks/5ORYf4YNSqIKt5a6F6rTBx,https://api.spotify.com/v1/audio-analysis/5ORYf4YNSqIKt5a6F6rTBx,85600,4
0.275,0.179,7,-16.95,1,0.0343,0.819,0.76,0.339,0.188,50.402,audio_features,4XW2zUnJ4XkSLiefiHnamp,spotify:track:4XW2zUnJ4XkSLiefiHnamp,https://api.spotify.com/v1/tracks/4XW2zUnJ4XkSLiefiHnamp,https://api.spotify.com/v1/audio-analysis/4XW2zUnJ4XkSLiefiHnamp,58893,4
0.147,0.29,9,-16.342,0,0.0528,0.897,0.888,0.107,0.0341,141.977,audio_features,7vdP1pMBxadMnmmjN8JNCU,spotify:track:7vdP1pMBxadMnmmjN8JNCU,https://api.spotify.com/v1/tracks/7vdP1pMBxadMnmmjN8JNCU,https://api.spotify.com/v1/audio-analysis/7vdP1pMBxadMnmmjN8JNCU,196053,4
0.204,0.314,0,-15.304,1,0.0443,0.938,0.957,0.617,0.0381,81.007,audio_features,2KBRDyzKuiePr1og3zBLRL,spotify:track:2KBRDyzKuiePr1og3zBLRL,https://api.spotify.com/v1/tracks/2KBRDyzKuiePr1og3zBLRL,https://api.spotify.com/v1/audio-analysis/2KBRDyzKuiePr1og3zBLRL,62347,4
0.436,0.114,1,-21.97,1,0.0492,0.981,0.786,0.133,0.0755,151.278,audio_features,3THJlk86r85IGCvumBxtEz,spotify:track:3THJlk86r85IGCvumBxtEz,https://api.spotify.com/v1/tracks/3THJlk86r85IGCvumBxtEz,https://api.spotify.com/v1/audio-analysis/3THJlk86r85IGCvumBxtEz,114133,3
0.184,0.412,1,-12.448,1,0.0493,0.646,0.842,0.169,0.0375,170.665,audio_features,1xJhrM7MghIgAZODpY4oRJ,spotify:track:1xJhrM7MghIgAZODpY4oRJ,https://api.spotify.com/v1/tracks/1xJhrM7MghIgAZODpY4oRJ,https://api.spotify.com/v1/audio-analysis/1xJhrM7MghIgAZODpY4oRJ,104640,5
0.237,0.0497,1,-24.74,0,0.0456,0.979,0.76,0.12,0.0311,113.823,audio_features,1D2HtgYibmlbksp3SPUziK,spotify:track:1D2HtgYibmlbksp3SPUziK,https://api.spotify.com/v1/tracks/1D2HtgYibmlbksp3SPUziK,https://api.spotify.com/v1/audio-analysis/1D2HtgYibmlbksp3SPUziK,93240,3
0.149,0.0829,6,-23.678,1,0.0396,0.971,0.81,0.742,0.0384,71.72,audio_features,1UUaT0Ef98ghjYJ55Jm4IB,spotify:track:1UUaT0Ef98ghjYJ55Jm4IB,https://api.spotify.com/v1/tracks/1UUaT0Ef98ghjYJ55Jm4IB,https://api.spotify.com/v1/audio-analysis/1UUaT0Ef98ghjYJ55Jm4IB,113493,4
0.501,0.244,3,-11.537,1,0.0518,0.869,0.058,0.277,0.141,134.761,audio_features,7nsLKe3rdAZlZ0Gp0OVCWz,spotify:track:7nsLKe3rdAZlZ0Gp0OVCWz,https://api.spotify.com/v1/tracks/7nsLKe3rdAZlZ0Gp0OVCWz,https://api.spotify.com/v1/audio-analysis/7nsLKe3rdAZlZ0Gp0OVCWz,102627,4
0.0999,0.114,9,-18.159,0,0.0403,0.959,0.872,0.339,0.0351,82.872,audio_features,0mJjUvS6iw1Gu6hL0R6mXW,spotify:track:0mJjUvS6iw1Gu6hL0R6mXW,https://api.spotify.com/v1/tracks/0mJjUvS6iw1Gu6hL0R6mXW,https://api.spotify.com/v1/audio-analysis/0mJjUvS6iw1Gu6hL0R6mXW,67480,3
0.127,0.123,5,-21.126,0,0.0459,0.962,0.844,0.172,0.0386,80.577,audio_features,5ZZ0IFCB4bnOr2GZfyAPHL,spotify:track:5ZZ0IFCB4bnOr2GZfyAPHL,https://api.spotify.com/v1/tracks/5ZZ0IFCB4bnOr2GZfyAPHL,https://api.spotify.com/v1/audio-analysis/5ZZ0IFCB4bnOr2GZfyAPHL,65747,4
0.282,0.567,7,-11.414,0,0.0669,0.573,0.0871,0.189,0.0775,108.94,audio_features,4Xe1HJrl0vS8UN1yE3aIKI,spotify:track:4Xe1HJrl0vS8UN1yE3aIKI,https://api.spotify.com/v1/tracks/4Xe1HJrl0vS8UN1yE3aIKI,https://api.spotify.com/v1/audio-analysis/4Xe1HJrl0vS8UN1yE3aIKI,152693,4
0.206,0.367,0,-13.792,1,0.0528,0.931,0.766,0.112,0.0341,144.444,audio_features,7HML2MmUktyi0a5qTgjrxl,spotify:track:7HML2MmUktyi0a5qTgjrxl,https://api.spotify.com/v1/tracks/7HML2MmUktyi0a5qTgjrxl,https://api.spotify.com/v1/audio-analysis/7HML2MmUktyi0a5qTgjrxl,96413,4
0.207,0.11,1,-17.738,0,0.0429,0.672,0.91,0.192,0.0366,112.377,audio_features,34sJVLuxhcB7QhQHt7K2jh,spotify:track:34sJVLuxhcB7QhQHt7K2jh,https://api.spotify.com/v1/tracks/34sJVLuxhcB7QhQHt7K2jh,https://api.spotify.com/v1/audio-analysis/34sJVLuxhcB7QhQHt7K2jh,95187,4
0.132,0.0482,4,-23.404,1,0.0441,0.966,0.634,0.428,0.048,164.803,audio_features,6Ge9sHXg7ysmdIbKD06SrO,spotify:track:6Ge9sHXg7ysmdIbKD06SrO,https://api.spotify.com/v1/tracks/6Ge9sHXg7ysmdIbKD06SrO,https://api.spotify.com/v1/audio-analysis/6Ge9sHXg7ysmdIbKD06SrO,126013,4
0.209,0.337,4,-16.128,0,0.0414,0.812,0.636,0.391,0.0457,123.048,audio_features,70IzsKQzXDwzpEVkmgjM63,spotify:track:70IzsKQzXDwzpEVkmgjM63,https://api.spotify.com/v1/tracks/70IzsKQzXDwzpEVkmgjM63,https://api.spotify.com/v1/audio-analysis/70IzsKQzXDwzpEVkmgjM63,255573,4
0.114,0.148,4,-17.51,1,0.0399,0.938,0.424,0.0672,0.0386,93.486,audio_features,3bVUCFuM9jiUvsirfb4kHf,spotify:track:3bVUCFuM9jiUvsirfb4kHf,https://api.spotify.com/v1/tracks/3bVUCFuM9jiUvsirfb4kHf,https://api.spotify.com/v1/audio-analysis/3bVUCFuM9jiUvsirfb4kHf,148693,4
0.269,0.115,8,-17.968,1,0.0381,0.969,0.827,0.0863,0.0685,111.408,audio_features,5hGjxuYWc3YjiDaE3UVYqB,spotify:track:5hGjxuYWc3YjiDaE3UVYqB,https://api.spotify.com/v1/tracks/5hGjxuYWc3YjiDaE3UVYqB,https://api.spotify.com/v1/audio-analysis/5hGjxuYWc3YjiDaE3UVYqB,186213,4
0.741,0.867,7,-5.179,0,0.07,0.0135,1.78e-06,0.283,0.598,116.005,audio_features,2zU8ZbUXF84ZKdkaUQa1b1,spotify:track:2zU8ZbUXF84ZKdkaUQa1b1,https://api.spotify.com/v1/tracks/2zU8ZbUXF84ZKdkaUQa1b1,https://api.spotify.com/v1/audio-analysis/2zU8ZbUXF84ZKdkaUQa1b1,167693,4
0.791,0.674,4,-5.992,0,0.0479,0.234,0.0,0.186,0.314,125.073,audio_features,09vtgRzUFXtK2yoCBYMH5D,spotify:track:09vtgRzUFXtK2yoCBYMH5D,https://api.spotify.com/v1/tracks/09vtgRzUFXtK2yoCBYMH5D,https://api.spotify.com/v1/audio-analysis/09vtgRzUFXtK2yoCBYMH5D,200216,4
0.687,0.854,8,-4.475,1,0.0445,0.0134,0.000384,0.163,0.594,104.065,audio_features,3e0UFk0hrDrorB5AlqpWYc,spotify:track:3e0UFk0hrDrorB5AlqpWYc,https://api.spotify.com/v1/tracks/3e0UFk0hrDrorB5AlqpWYc,https://api.spotify.com/v1/audio-analysis/3e0UFk0hrDrorB5AlqpWYc,167973,4
0.739,0.747,2,-5.87,1,0.0379,0.0314,0.0,0.394,0.396,101.991,audio_features,5a0oerWYknfRF16PxyxpAX,spotify:track:5a0oerWYknfRF16PxyxpAX,https://api.spotify.com/v1/tracks/5a0oerWYknfRF16PxyxpAX,https://api.spotify.com/v1/audio-analysis/5a0oerWYknfRF16PxyxpAX,173783,4
0.54,0.575,0,-5.536,0,0.0314,0.39,0.0,0.395,0.214,133.835,audio_features,18Vy3ObrAxEMQwmFcHDNEz,spotify:track:18Vy3ObrAxEMQwmFcHDNEz,https://api.spotify.com/v1/tracks/18Vy3ObrAxEMQwmFcHDNEz,https://api.spotify.com/v1/audio-analysis/18Vy3ObrAxEMQwmFcHDNEz,193920,4
0.796,0.623,1,-4.823,0,0.228,0.0116,0.0,0.117,0.497,83.002,audio_features,7lXjKFxscPejQlU3Mmx7be,spotify:track:7lXjKFxscPejQlU3Mmx7be,https://api.spotify.com/v1/tracks/7lXjKFxscPejQlU3Mmx7be,https://api.spotify.com/v1/audio-analysis/7lXjKFxscPejQlU3Mmx7be,154880,4
0.696,0.665,8,-5.218,1,0.0331,0.0897,0.00105,0.0869,0.455,96.015,audio_features,6DkZkREvt96qv1XE0CEe3G,spotify:track:6DkZkREvt96qv1XE0CEe3G,https://api.spotify.com/v1/tracks/6DkZkREvt96qv1XE0CEe3G,https://api.spotify.com/v1/audio-analysis/6DkZkREvt96qv1XE0CEe3G,175040,4
0.65,0.801,6,-4.69,1,0.0398,0.063,7.45e-05,0.0808,0.221,99.98,audio_features,3gQPATewnFYjU2OlzzJdnL,spotify:track:3gQPATewnFYjU2OlzzJdnL,https://api.spotify.com/v1/tracks/3gQPATewnFYjU2OlzzJdnL,https://api.spotify.com/v1/audio-analysis/3gQPATewnFYjU2OlzzJdnL,164048,4
